ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-314501,MapQuest,201.0,2,2017-01-30 15:56:37,2017-01-30 16:41:49,37.730759,-122.471825,,,0.01,Accident on Ocean Ave at Junipero Serra Blvd.,321.0,Junipero Serra Blvd,L,San Francisco,San Francisco,CA,94127-2601,US,US/Pacific,KSFO,2017-01-30 15:56:00,60.1,,49.0,30.17,10.0,Calm,,,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-2630012,Bing,,2,2017-01-30 15:49:45,2017-01-30 21:49:45,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-30 15:53:00,57.9,,72.0,30.17,10.0,West,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2630009,Bing,,2,2017-01-30 15:42:05,2017-01-30 21:42:05,37.32846,-121.87191999999999,37.3278,-121.87786000000001,0.33,At 7th St/10th St/Virginia St - Accident.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-01-30 15:53:00,63.0,,50.0,30.17,10.0,WNW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2630004,Bing,,2,2017-01-30 15:26:43,2017-01-30 21:26:43,37.320640000000004,-121.9955,37.318940000000005,-121.99215,0.218,At Lawrence Expy - Accident.,,I-280 S,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2017-01-30 15:53:00,63.0,,50.0,30.17,10.0,WNW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2624876,Bing,,4,2017-01-30 15:23:47,2017-01-30 21:23:47,37.8874,-79.28139,37.930857,-79.22970699999999,4.117,Closed between VA-710/Exit 200 and VA-606/Exit 205 - Road closed due to accident.,,I-81 N,R,Fairfield,Rockbridge,VA,24435,US,US/Eastern,KHSP,2017-01-30 15:15:00,21.2,8.3,63.0,29.77,10.0,WNW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2630001,Bing,,2,2017-01-30 15:22:42,2017-01-30 21:22:42,37.85272,-122.29991000000001,37.844570000000004,-122.29801,0.573,At CA-13/Ashby Ave/Bay St - Accident.,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2017-01-30 14:53:00,62.1,,56.0,30.18,10.0,West,4.6,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314498,MapQuest,201.0,2,2017-01-30 14:56:29,2017-01-30 15:26:58,37.673145,-122.07271599999999,,,0.0,Accident on East Ave at St.,,E St,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2017-01-30 14:54:00,59.0,,53.0,30.2,10.0,WNW,5.8,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2629984,Bing,,2,2017-01-30 14:17:16,2017-01-30 20:17:16,37.49028,-121.94523000000001,37.49562,-121.95218999999999,0.531,At Fremont Blvd - Accident.,,I-880 N,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2017-01-30 13:47:00,60.8,,45.0,30.19,10.0,Variable,6.9,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314494,MapQuest,201.0,2,2017-01-30 13:54:53,2017-01-30 14:25:08,37.71067,-122.47123700000002,,,0.01,Accident on CA-1 Junipero Serra Blvd at Palmetto Ave.,1434.0,Junipero Serra Blvd,L,San Francisco,San Francisco,CA,94132-3295,US,US/Pacific,KSFO,2017-01-30 13:56:00,55.9,,72.0,30.19,10.0,NNE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-314493,MapQuest,201.0,2,2017-01-30 13:17:35,2017-01-30 13:47:37,37.395466,-121.91613799999999,,,0.01,Accident on Montague Expy Southbound at Kruse Dr.,2699.0,Seely Ave,L,San Jose,Santa Clara,CA,95134-1931,US,US/Pacific,KSJC,2017-01-30 12:53:00,62.1,,43.0,30.2,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314490,MapQuest,201.0,3,2017-01-30 11:52:47,2017-01-30 12:22:58,37.942603999999996,-122.47771499999999,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound at Exits 2 2B Main St.,,I-580 W,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2017-01-30 11:55:00,55.4,,63.0,30.27,10.0,South,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629962,Bing,,2,2017-01-30 11:47:02,2017-01-30 17:47:02,38.24541,-122.0796,38.24747,-122.07373999999999,0.348,At Rockville Rd/W Texas St - Accident.,,I-80 E,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2017-01-30 11:58:00,52.5,,74.0,30.28,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314484,MapQuest,201.0,2,2017-01-30 11:31:33,2017-01-30 12:01:55,37.314029999999995,-121.82706499999999,,,0.01,Accident on US-101 Northbound after Exit 383 Tully Rd.,,US-101 N,R,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2017-01-30 11:50:00,60.8,,48.0,30.25,10.0,WNW,6.9,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314480,MapQuest,247.0,3,2017-01-30 11:15:45,2017-01-30 11:46:05,37.740906,-122.196472,,,0.01,Delays due to accident on I-880 Northbound before Exit 36 Hegenberger Rd.,,I-880 N,R,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2017-01-30 10:53:00,52.0,,77.0,30.27,10.0,SW,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314478,MapQuest,201.0,2,2017-01-30 11:05:42,2017-01-30 11:36:13,37.996765,-122.52854199999999,,,0.01,Accident on San Pedro Rd at Civic Center Dr.,,Civic Center Dr,R,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2017-01-30 11:15:00,53.6,,67.0,30.28,10.0,South,5.8,,Clear,False,False,True,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-2629956,Bing,,2,2017-01-30 10:26:25,2017-01-30 16:26:25,37.80811,-122.36719,37.80771,-122.36764,0.037000000000000005,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-30 10:53:00,52.0,,77.0,30.27,10.0,SW,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629955,Bing,,2,2017-01-30 10:18:45,2017-01-30 16:18:45,37.394758,-121.91666200000002,37.39428,-121.91716000000001,0.043,At Kruse Dr - Accident. Left lane blocked.,652.0, Montague Expy,R,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,2017-01-30 09:53:00,50.0,,63.0,30.26,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629954,Bing,,2,2017-01-30 09:46:45,2017-01-30 15:46:45,37.3479,-121.91928,37.35159,-121.91418999999999,0.37799999999999995,At Coleman Ave - Accident. Left lane blocked.,,I-880 N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-01-30 09:53:00,50.0,,63.0,30.26,10.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2624767,Bing,,2,2017-01-30 09:45:57,2017-01-30 15:45:57,41.20408,-73.26956,41.16348,-73.36061,5.502999999999999,Between CT-58/Black Rock Tpke/Exit 44 and CT-57/Exit 42 - Accident.,,Merritt Pkwy N,R,Fairfield,Fairfield,CT,06824,US,US/Eastern,KBDR,2017-01-30 09:52:00,34.0,28.8,48.0,29.78,10.0,North,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629952,Bing,,2,2017-01-30 09:18:30,2017-01-30 15:18:30,38.24005,-122.26714,38.24149,-122.26908999999999,0.145,At CA-221/Napa Vallejo Hwy - Accident.,1498.0, Napa Vallejo Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2017-01-30 08:54:00,43.0,,89.0,30.25,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-326361,MapQuest,201.0,2,2017-01-30 09:10:07,2017-01-30 09:54:43,41.202312,-73.270988,,,0.01,Right lane blocked due to accident on CT-15 Southbound at Exit 44 CT-58 Black Rock Tpke.,,CT-15 S,R,Fairfield,Fairfield,CT,06824,US,US/Eastern,KBDR,2017-01-30 08:52:00,32.0,28.7,61.0,29.78,10.0,NNW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629944,Bing,,2,2017-01-30 08:34:44,2017-01-30 14:34:44,38.22316,-122.25778999999999,38.22418,-122.25787,0.071,At CA-12/Jameson Canyon Rd - Accident. Left lane blocked.,880.0, Napa Vallejo Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2017-01-30 08:54:00,43.0,,89.0,30.25,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2629941,Bing,,2,2017-01-30 08:29:42,2017-01-30 14:29:42,37.55251,-122.30013999999998,37.55407,-122.29086000000001,0.52,At US-101 - Accident. Center lane blocked.,,CA-92 E,R,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2017-01-30 08:47:00,46.4,,76.0,30.28,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629938,Bing,,2,2017-01-30 08:09:03,2017-01-30 14:09:03,37.82506,-122.31199,37.82379,-122.31873999999999,0.379,At Bay Bridge Toll Plz - Accident. Right lane blocked.,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-01-30 07:53:00,42.1,40.2,82.0,30.26,10.0,ENE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314470,MapQuest,201.0,3,2017-01-29 23:57:58,2017-01-30 00:28:21,37.507488,-121.967377,,,0.01,Accident on I-880 Northbound at Exit 15 Auto Mall Pkwy.,,I-880 N,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2017-01-29 20:47:00,46.4,,87.0,30.31,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314469,MapQuest,201.0,3,2017-01-29 23:57:25,2017-01-30 00:27:51,37.808498,-122.36685200000001,,,0.01,Accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-29 23:53:00,48.0,,89.0,30.29,10.0,SSW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314468,MapQuest,201.0,2,2017-01-29 23:55:33,2017-01-30 00:25:55,38.079857000000004,-122.54623400000001,,,0.01,Accident on CA-37 Eastbound at US-101 Redwood Hwy.,,CA-37 W,R,Novato,Marin,CA,94947,US,US/Pacific,KDVO,2017-01-29 23:55:00,42.8,40.1,93.0,30.31,10.0,SSE,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2629924,Bing,,3,2017-01-29 22:14:12,2017-01-30 04:14:12,37.66361,-122.10583999999999,37.68523,-122.12987,1.99,Between A St and Hesperian Blvd - Accident.,,I-880 N,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2017-01-29 21:54:00,51.1,,52.0,30.33,10.0,NE,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2629916,Bing,,3,2017-01-29 17:17:48,2017-01-29 23:17:48,37.82698,-122.26781000000001,37.817840000000004,-122.27035,0.647,Between CA-24 and I-580/27th St - Accident.,,W MacArthur Blvd,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,2017-01-29 16:53:00,57.9,,60.0,30.34,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2629915,Bing,,3,2017-01-29 17:15:09,2017-01-29 23:15:09,37.73813,-122.19405,37.757529999999996,-122.21112,1.633,Between Hegenberger Rd and 66th Ave - Accident.,,I-880 N,R,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2017-01-29 16:53:00,57.9,,60.0,30.34,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314458,MapQuest,201.0,3,2017-01-29 15:12:10,2017-01-29 15:41:18,37.507633,-121.96756699999999,,,0.01,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 15 Auto Mall Pkwy.,,I-880 N,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2017-01-29 14:47:00,62.6,,45.0,30.36,10.0,Variable,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314457,MapQuest,201.0,3,2017-01-29 15:11:07,2017-01-29 15:40:48,37.808498,-122.36685200000001,,,0.01,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-29 14:53:00,57.9,,58.0,30.36,10.0,South,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314455,MapQuest,241.0,2,2017-01-29 15:09:30,2017-01-29 15:39:08,38.080723,-122.54438799999998,,,0.01,One lane blocked due to accident on CA-37 Eastbound at US-101 Redwood Hwy.,,CA-37 E,R,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2017-01-29 15:15:00,57.2,,59.0,30.38,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-326291,MapQuest,201.0,2,2017-01-29 10:35:16,2017-01-29 11:19:28,41.203014,-73.270477,,,5.46,Right lane closed due to accident on CT-15 Northbound between Exit 42 CT-57 Weston Rd and Exit 44 CT-58 Black Rock Tpke.,,CT-15 S,R,Fairfield,Fairfield,CT,06824,US,US/Eastern,KBDR,2017-01-29 10:52:00,42.1,35.7,51.0,29.71,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314443,MapQuest,201.0,2,2017-01-29 07:41:40,2017-01-29 08:26:12,38.080723,-122.54438799999998,,,0.01,Accident on CA-37 Eastbound at US-101 Redwood Hwy.,,CA-37 E,R,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2017-01-29 07:35:00,41.0,35.8,93.0,30.48,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314441,MapQuest,201.0,3,2017-01-29 05:42:52,2017-01-29 06:29:52,37.808498,-122.36685200000001,,,0.01,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-29 05:53:00,44.1,41.5,85.0,30.44,10.0,East,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314438,MapQuest,201.0,2,2017-01-29 05:01:51,2017-01-29 05:58:31,38.092793,-122.234734,,,0.01,Accident on Curtola Pkwy at I-780.,,Lemon St,R,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,2017-01-29 04:54:00,37.9,,86.0,30.43,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-314437,MapQuest,201.0,3,2017-01-29 03:26:06,2017-01-29 03:56:23,37.830704,-122.293594,,,0.01,Right hand shoulder blocked due to accident on I-80 I-580 Eastbound at I-580.,,I-80 E,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-01-29 03:53:00,44.1,41.5,82.0,30.45,10.0,SSE,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314435,MapQuest,201.0,3,2017-01-29 02:02:08,2017-01-29 02:32:31,37.652111,-122.098717,,,0.01,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 28 Winton Ave.,,I-880 N,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-01-29 01:54:00,43.0,41.3,76.0,30.5,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314431,MapQuest,201.0,2,2017-01-29 00:01:38,2017-01-29 00:31:16,37.643707,-122.093231,,,0.01,Accident on CA-92 Jackson St Northbound at Exits 26A 26B I-880.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2017-01-29 00:54:00,44.1,42.5,73.0,30.49,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314430,MapQuest,201.0,3,2017-01-29 00:01:00,2017-01-29 00:30:24,37.796513,-122.210747,,,0.01,Accident on I-580 Westbound at Exit 24 Montana St.,,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2017-01-29 00:53:00,45.0,,80.0,30.47,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314429,MapQuest,222.0,2,2017-01-28 22:54:19,2017-01-28 23:23:54,37.373634,-121.927773,,,0.01,Queueing traffic and right hand shoulder blocked due to accident on US-101 Northbound at Exits 390 391 CA-87 Guadalupe Pkwy.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-01-28 22:53:00,44.1,42.5,79.0,30.48,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314427,MapQuest,241.0,3,2017-01-28 22:53:12,2017-01-28 23:22:32,37.828934000000004,-122.29377,,,0.01,Center lane blocked due to accident on I-80 I-580 Westbound at I-580.,,I-580 E,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-01-28 22:53:00,48.9,,74.0,30.48,10.0,East,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314426,MapQuest,241.0,3,2017-01-28 22:52:15,2017-01-28 23:21:46,37.772369,-122.398117,,,0.01,Center lane blocked due to accident on I-280 Eastbound at Exit 57 King St.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-01-28 22:53:00,48.9,,74.0,30.48,10.0,East,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314424,MapQuest,201.0,2,2017-01-28 22:48:05,2017-01-28 23:12:19,38.246052,-122.09072900000001,,,0.01,Accident on Rockville Rd both ways at Abernathy Rd.,,Rockville Rd,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-01-28 22:54:00,42.1,,82.0,30.47,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314425,MapQuest,201.0,2,2017-01-28 22:39:26,2017-01-28 23:08:43,37.563477,-122.03858899999999,,,0.01,Accident on CA-84 Eastbound at I-880.,,Nimitz Fwy S,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,2017-01-28 22:54:00,48.0,,68.0,30.51,10.0,ENE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314421,MapQuest,241.0,2,2017-01-28 20:54:52,2017-01-28 21:23:30,37.824085,-122.26775400000001,,,0.01,Lane blocked due to accident on CA-24 Westbound at Exits 2 2B I-980.,,I-580 E,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,2017-01-28 20:53:00,51.1,,68.0,30.49,10.0,ENE,9.2,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314423,MapQuest,201.0,3,2017-01-28 20:49:35,2017-01-28 21:19:16,37.348960999999996,-121.91813700000002,,,0.01,Accident on I-880 Northbound at Exit 3 Airport Blvd.,,I-880 S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2017-01-28 20:53:00,50.0,,71.0,30.48,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2629901,Bing,,4,2017-01-28 20:29:21,2017-01-29 02:29:21,37.6485,-122.09196999999999,37.63518,-122.1032,1.107,Closed between I-880/Nimitz Fwy and Hesperian Blvd - Road closed due to accident.,,W Jackson St,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-01-28 20:54:00,51.1,,61.0,30.51,10.0,ENE,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314419,MapQuest,241.0,2,2017-01-28 19:41:53,2017-01-28 20:10:20,37.243786,-121.77258300000001,,,0.01,Lane blocked and queueing traffic due to accident on US-101 Southbound at Exits 377A 377B Bernal Rd.,,S Valley Fwy S,R,San Jose,Santa Clara,CA,95138,US,US/Pacific,KRHV,2017-01-28 18:47:00,51.8,,71.0,30.49,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314417,MapQuest,241.0,2,2017-01-28 19:40:05,2017-01-28 20:09:25,37.807072,-122.47561599999999,,,0.01,Lane blocked and queueing traffic due to accident on US-101 Northbound at Exit 439 Transit Transfer Facility.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2017-01-28 19:56:00,53.1,,69.0,30.48,10.0,East,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314418,MapQuest,222.0,2,2017-01-28 19:39:06,2017-01-28 20:06:59,37.636292,-122.10009,,,0.01,Queueing traffic and right hand shoulder blocked due to accident on CA-92 Jackson St Eastbound at Exit 25B Hesperian Blvd.,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2017-01-28 19:54:00,52.0,,61.0,30.51,10.0,NE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-314413,MapQuest,201.0,3,2017-01-28 18:16:11,2017-01-28 18:41:31,38.227226,-122.1213,,,0.01,Accident on I-80 Westbound at Cordelia.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2017-01-28 17:54:00,52.0,,61.0,30.45,10.0,ESE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-314411,MapQuest,241.0,3,2017-01-28 16:35:33,2017-01-28 17:05:01,37.66637,-122.107491,,,0.01,Right lane blocked due to accident on I-880 Northbound at Exit 29 A St.,,I-880 N,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2017-01-28 16:54:00,59.0,,48.0,30.5,10.0,ENE,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-314407,MapQuest,201.0,2,2017-01-28 16:21:48,2017-01-28 17:06:16,37.318317,-121.889549,,,0.01,Right hand shoulder blocked due to accident on CA-87 Guadalupe Pkwy Northbound at I-280.,,Guadalupe Pkwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2017-01-28 15:53:00,62.6,,42.0,30.46,10.0,NW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314404,MapQuest,201.0,3,2017-01-28 15:36:13,2017-01-28 16:06:13,37.725605,-122.40181000000001,,,0.01,Accident on I-280 Northbound at Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-01-28 15:56:00,57.0,,62.0,30.48,10.0,North,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314403,MapQuest,201.0,2,2017-01-28 15:27:43,2017-01-28 16:12:24,37.992592,-122.039635,,,0.01,Accident on CA-242 Southbound at Exit 2 Grant St.,,CA-242 S,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2017-01-28 15:53:00,59.0,,46.0,30.46,10.0,East,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314401,MapQuest,203.0,3,2017-01-28 13:46:18,2017-01-28 14:15:44,37.735141999999996,-122.191414,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on I-880 Northbound at Exit 35 98th Ave.,,I-880 N,R,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2017-01-28 13:53:00,55.0,,62.0,30.48,10.0,West,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314400,MapQuest,201.0,2,2017-01-28 13:36:52,2017-01-28 14:05:55,37.316078000000005,-121.94041399999999,,,0.01,Accident on CA-17 Southbound at I-880.,,Moorpark Ave,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2017-01-28 13:53:00,60.8,,36.0,30.47,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314392,MapQuest,245.0,3,2017-01-28 10:47:03,2017-01-28 11:16:46,37.403557,-121.87718999999998,,,0.01,Two lanes blocked due to accident on I-680 Southbound at Exits 5 5B Capitol Ave.,,I-680 S,R,San Jose,Santa Clara,CA,95132,US,US/Pacific,KSJC,2017-01-28 10:53:00,51.8,,58.0,30.57,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314389,MapQuest,201.0,2,2017-01-28 09:48:39,2017-01-28 10:18:01,38.299828000000005,-122.30258899999998,,,0.01,#2 lane closed due to accident on CA-29 Northbound at Exit 18A 1st St.,,1st St,R,Napa,Napa,CA,94559,US,US/Pacific,KAPC,2017-01-28 09:54:00,51.1,,66.0,30.57,10.0,East,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-314383,MapQuest,201.0,2,2017-01-28 06:22:33,2017-01-28 06:52:15,38.069431,-122.538918,,,0.01,Accident on US-101 Southbound at Exits 459A 459B Ignacio Blvd. On the median.,,US-101 S,R,Novato,Marin,CA,94949,US,US/Pacific,KDVO,2017-01-28 06:15:00,35.6,,100.0,30.6,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
